request_id,submitted_at,service_id,channel_id,district_id,department_id,priority,status,resolved_at,resolution_hours,satisfaction_score,citizen_age_band,sla_met
1000244,2024-03-04 00:48:00,10,1,101,1,Low,Resolved,2024-03-04 16:42:00,15.9,,25-34,1
1000245,2024-07-04 08:54:00,10,1,100,1,Low,Resolved,2024-07-05 09:48:00,24.9,4.0,18-24,0
1000246,2024-03-23 07:40:00,13,2,101,2,Low,Resolved,2024-03-27 15:16:00,103.6,,35-44,0
1000247,2024-03-16 08:51:00,10,1,102,1,Low,Resolved,2024-03-17 08:33:00,23.7,2.0,18-24,1
1000248,2024-10-08 22:50:00,10,4,103,1,Medium,Resolved,2024-10-10 14:08:00,39.3,2.0,45-54,0
1000249,2024-06-30 17:07:00,11,5,100,1,Medium,Reopened,2024-07-01 18:43:00,25.6,1.0,25-34,1
1000250,2024-05-17 12:56:00,19,5,104,5,Low,Resolved,2024-05-22 05:02:00,112.1,4.0,18-24,0
1000251,2024-07-12 13:24:00,11,4,104,1,Low,Resolved,2024-07-21 04:00:00,206.6,5.0,18-24,0
1000252,2024-04-11 06:52:00,10,4,102,1,Medium,Resolved,2024-04-12 01:40:00,18.8,3.0,55-64,1
1000253,2024-07-18 15:43:00,18,1,100,5,Low,Open,,66.0,,18-24,
1000254,2024-10-25 00:32:00,15,1,100,3,Medium,Open,,58.3,,35-44,
1000255,2024-09-27 23:57:00,16,2,102,4,Medium,Resolved,2024-09-29 14:21:00,38.4,,35-44,1
1000256,2024-05-19 21:50:00,12,2,101,1,Low,Resolved,2024-05-21 02:38:00,28.8,4.0,25-34,0
1000257,2024-04-05 09:04:00,19,1,101,5,Medium,Open,,54.2,,45-54,
1000258,2025-02-02 09:57:00,19,4,105,5,Low,Resolved,2025-02-06 07:21:00,93.4,,35-44,1
1000259,2024-10-31 00:18:00,14,4,100,3,Low,Open,,260.0,,45-54,
1000260,2024-02-07 19:39:00,19,1,105,5,Low,Resolved,2024-02-12 07:03:00,107.4,,25-34,0
1000261,2024-05-10 07:39:00,13,1,101,2,Medium,Resolved,2024-05-15 20:57:00,133.3,,25-34,0
1000262,2024-11-23 17:22:00,13,1,104,2,Medium,Resolved,2024-11-24 22:28:00,29.1,,25-34,1
1000263,2024-06-07 02:07:00,17,1,102,2,Low,Resolved,2024-06-07 23:37:00,21.5,3.0,55-64,1
1000264,2024-12-27 17:26:00,15,1,105,3,Medium,Resolved,2025-01-01 17:08:00,119.7,,45-54,1
1000265,2024-08-04 04:24:00,11,2,105,1,Medium,Resolved,2024-08-05 05:18:00,24.9,3.0,35-44,1
1000266,2024-08-21 08:18:00,13,1,100,2,Low,Resolved,2024-08-23 03:24:00,43.1,,45-54,1
1000267,2024-06-13 08:22:00,10,3,104,1,Medium,Resolved,2024-06-14 20:22:00,36.0,3.0,35-44,0
1000268,2024-02-20 06:55:00,18,1,104,5,Low,Resolved,2024-02-23 23:25:00,88.5,2.0,65+,0
1000269,2025-01-02 22:04:00,14,1,102,3,Low,Open,,243.1,,25-34,
1000270,2024-09-27 13:54:00,10,1,100,1,Medium,Resolved,2024-09-28 08:18:00,18.4,5.0,45-54,1
1000271,2024-12-03 13:48:00,19,1,101,5,Low,Reopened,2024-12-07 04:54:00,87.1,,18-24,1
1000272,2024-10-03 03:36:00,19,1,101,5,Medium,Resolved,2024-10-05 12:12:00,56.6,4.0,55-64,1
1000273,2024-11-10 16:48:00,16,2,104,4,High,Resolved,2024-11-12 19:06:00,50.3,,35-44,0
1000274,2024-06-18 19:12:00,13,3,104,2,Low,Open,,47.3,,55-64,
1000275,2024-01-21 05:26:00,15,3,104,3,High,Resolved,2024-01-25 08:26:00,99.0,,65+,1
1000276,2024-08-10 23:47:00,10,2,101,1,Medium,Resolved,2024-08-11 22:53:00,23.1,,65+,1
1000277,2024-03-23 08:54:00,10,3,105,1,Low,Resolved,2024-03-26 05:00:00,68.1,4.0,25-34,0
1000278,2024-06-11 11:19:00,12,5,100,1,Low,Resolved,2024-06-11 19:43:00,8.4,1.0,18-24,1
1000279,2025-01-03 06:29:00,12,3,100,1,Medium,Resolved,2025-01-04 22:05:00,39.6,1.0,25-34,0
1000280,2024-08-01 03:22:00,17,1,104,2,Medium,Resolved,2024-08-01 13:40:00,10.3,5.0,25-34,1
1000281,2024-06-18 06:02:00,11,3,100,1,Low,Open,,41.4,,25-34,
1000282,2024-07-05 10:47:00,10,5,102,1,Medium,Resolved,2024-07-06 15:29:00,28.7,4.0,25-34,0
1000283,2024-08-03 10:53:00,16,1,104,4,Low,Open,,63.3,,25-34,
1000284,2024-08-31 19:56:00,18,2,100,5,High,Resolved,2024-09-01 21:44:00,25.8,3.0,65+,1
1000285,2024-06-21 14:00:00,18,2,102,5,Medium,Resolved,2024-06-25 20:06:00,102.1,,45-54,0
1000286,2024-03-02 10:45:00,16,3,100,4,Medium,Resolved,2024-03-04 14:21:00,51.6,1.0,55-64,0
1000287,2024-04-03 00:01:00,19,1,101,5,Medium,Open,,45.9,,25-34,
1000288,2024-05-21 01:36:00,13,2,105,2,Low,Resolved,2024-05-26 06:30:00,124.9,3.0,25-34,0
1000289,2024-08-02 16:28:00,17,1,105,2,Low,Resolved,2024-08-04 00:52:00,32.4,4.0,55-64,0
1000290,2025-01-02 19:56:00,12,1,102,1,Medium,Resolved,2025-01-03 09:26:00,13.5,5.0,65+,1
1000291,2024-01-25 23:43:00,12,2,105,1,Low,Resolved,2024-01-26 14:01:00,14.3,3.0,45-54,1
1000292,2024-12-04 20:25:00,18,1,105,5,Low,Resolved,2024-12-07 00:55:00,52.5,,35-44,1
1000293,2024-11-09 00:43:00,13,3,101,2,Medium,Resolved,2024-11-10 22:07:00,45.4,4.0,35-44,1
1000294,2024-01-13 15:34:00,16,5,100,4,Low,Resolved,2024-01-14 13:28:00,21.9,3.0,55-64,1
1000295,2024-06-06 11:35:00,13,1,100,2,Medium,Resolved,2024-06-08 06:41:00,43.1,1.0,55-64,1
1000296,2024-11-07 02:12:00,10,1,100,1,Medium,Resolved,2024-11-08 19:06:00,40.9,1.0,35-44,0
1000297,2024-05-11 04:26:00,10,1,104,1,Medium,Resolved,2024-05-13 00:56:00,44.5,5.0,65+,0
1000298,2024-04-18 09:57:00,13,3,103,2,Medium,Resolved,2024-04-23 05:21:00,115.4,,35-44,0
1000299,2025-02-13 04:39:00,16,2,104,4,Low,Resolved,2025-02-17 01:51:00,93.2,4.0,35-44,0
1000300,2024-08-09 19:53:00,16,1,102,4,Low,Resolved,2024-08-13 03:29:00,79.6,5.0,55-64,0
1000301,2024-09-29 16:58:00,12,1,105,1,Medium,Resolved,2024-09-30 17:28:00,24.5,4.0,25-34,0
1000302,2024-05-16 15:29:00,10,2,100,1,Medium,Resolved,2024-05-17 06:35:00,15.1,3.0,25-34,1
1000303,2024-12-08 23:19:00,14,1,105,3,Low,Open,,337.3,,25-34,
1000304,2024-04-16 03:49:00,11,1,100,1,Low,Resolved,2024-04-19 13:31:00,81.7,,35-44,0
1000305,2024-07-26 17:49:00,12,1,101,1,Medium,Open,,27.8,,35-44,
1000306,2024-08-27 23:36:00,14,3,103,3,Low,Resolved,2024-09-12 09:18:00,369.7,,35-44,0
1000307,2024-08-09 11:15:00,12,1,104,1,Low,Resolved,2024-08-12 01:51:00,62.6,5.0,65+,0
1000308,2024-04-03 10:44:00,13,3,101,2,Medium,Resolved,2024-04-05 22:20:00,59.6,,25-34,1
1000309,2024-02-02 15:23:00,10,3,104,1,Low,Resolved,2024-02-05 05:05:00,61.7,4.0,25-34,0
1000310,2024-09-22 14:11:00,11,1,104,1,Medium,Resolved,2024-09-23 14:35:00,24.4,,25-34,1
1000311,2024-04-26 19:25:00,18,2,105,5,Low,Resolved,2024-04-28 12:37:00,41.2,3.0,35-44,1
1000312,2024-04-22 19:22:00,13,3,100,2,High,Resolved,2024-04-24 20:10:00,48.8,,25-34,1
1000313,2025-01-21 01:26:00,18,1,105,5,Low,Reopened,2025-01-23 18:44:00,65.3,,35-44,1
1000314,2024-06-23 08:41:00,18,5,104,5,High,Resolved,2024-06-26 02:47:00,66.1,3.0,35-44,1
1000315,2024-12-31 07:17:00,11,2,105,1,Medium,Resolved,2025-01-01 20:41:00,37.4,1.0,18-24,1
1000316,2024-07-01 00:27:00,12,3,100,1,Medium,Resolved,2024-07-01 20:15:00,19.8,,25-34,1
1000317,2024-07-29 00:12:00,13,2,101,2,Medium,Resolved,2024-08-01 06:30:00,78.3,1.0,45-54,0
1000318,2024-11-20 10:46:00,10,2,105,1,High,Resolved,2024-11-20 22:40:00,11.9,,45-54,1
1000319,2024-05-29 04:25:00,10,1,101,1,Medium,Resolved,2024-05-29 21:37:00,17.2,1.0,25-34,1
1000320,2025-02-07 06:05:00,18,5,100,5,Medium,Open,,41.1,,25-34,
1000321,2024-12-09 06:02:00,17,1,101,2,Low,Open,,39.5,,55-64,
1000322,2024-05-29 15:09:00,12,4,105,1,Low,Resolved,2024-05-31 03:09:00,36.0,1.0,18-24,0
1000323,2024-09-13 00:20:00,16,1,100,4,High,Resolved,2024-09-13 17:08:00,16.8,5.0,18-24,1
1000324,2024-09-15 22:15:00,13,5,100,2,High,Reopened,2024-09-17 01:21:00,27.1,1.0,45-54,1
1000325,2024-01-01 22:47:00,16,2,104,4,Medium,Resolved,2024-01-03 19:35:00,44.8,,45-54,1
1000326,2024-03-18 03:26:00,12,2,100,1,Medium,Resolved,2024-03-18 12:14:00,8.8,4.0,45-54,1
1000327,2024-09-23 12:28:00,13,3,103,2,Low,Reopened,2024-09-29 00:04:00,131.6,,18-24,0
1000328,2024-11-09 14:19:00,18,5,102,5,Low,Resolved,2024-11-11 06:55:00,40.6,,35-44,1
1000329,2024-01-10 18:10:00,17,1,104,2,Low,Reopened,2024-01-11 03:22:00,9.2,,25-34,1
1000330,2025-02-19 05:23:00,12,2,101,1,Medium,Resolved,2025-02-20 05:35:00,24.2,5.0,25-34,0
1000331,2025-01-24 13:12:00,18,2,100,5,Low,Resolved,2025-01-29 21:42:00,128.5,3.0,18-24,0
1000332,2024-10-30 15:52:00,12,1,104,1,Low,Resolved,2024-10-31 05:46:00,13.9,5.0,25-34,1
1000333,2025-01-12 13:31:00,16,1,100,4,High,Resolved,2025-01-13 19:43:00,30.2,2.0,25-34,1
1000334,2024-10-12 21:05:00,16,3,105,4,High,Resolved,2024-10-14 10:05:00,37.0,,45-54,1
1000335,2024-03-21 17:03:00,12,2,105,1,High,Resolved,2024-03-22 07:51:00,14.8,3.0,18-24,1
1000336,2024-04-21 17:35:00,17,3,104,2,Low,Open,,42.7,,55-64,
1000337,2024-11-27 06:06:00,13,1,100,2,Low,Open,,95.7,,25-34,
1000338,2024-04-14 04:48:00,19,1,102,5,High,Resolved,2024-04-18 21:42:00,112.9,3.0,35-44,0
1000339,2024-06-19 19:33:00,19,2,104,5,High,Resolved,2024-06-21 07:09:00,35.6,2.0,25-34,1
1000340,2024-02-27 21:31:00,18,1,101,5,Medium,Resolved,2024-03-01 16:07:00,66.6,1.0,35-44,1
1000341,2024-03-21 09:12:00,18,3,101,5,Low,Resolved,2024-03-25 07:06:00,93.9,5.0,55-64,0
1000342,2024-08-26 13:58:00,10,3,104,1,Low,Resolved,2024-08-27 15:16:00,25.3,,45-54,0
1000343,2024-12-04 21:04:00,15,1,101,3,Low,Resolved,2024-12-11 04:52:00,151.8,,25-34,0
1000344,2025-01-14 20:38:00,16,2,104,4,High,Resolved,2025-01-16 11:02:00,38.4,5.0,25-34,1
1000345,2025-01-13 16:02:00,13,3,104,2,Low,Resolved,2025-01-20 08:02:00,160.0,3.0,25-34,0
1000346,2025-01-16 21:23:00,13,3,105,2,Medium,Resolved,2025-01-19 06:53:00,57.5,,18-24,1
1000347,2024-07-05 18:12:00,11,1,103,1,Medium,Resolved,2024-07-07 00:18:00,30.1,,65+,1
1000348,2024-07-14 01:01:00,11,1,101,1,Medium,Open,,48.2,,18-24,
1000349,2024-12-03 16:38:00,17,3,101,2,Low,Resolved,2024-12-06 21:44:00,77.1,,45-54,0
1000350,2024-12-07 19:51:00,10,2,102,1,Low,Resolved,2024-12-09 19:09:00,47.3,1.0,55-64,0
1000351,2024-05-17 14:10:00,16,4,102,4,Medium,Resolved,2024-05-20 23:40:00,81.5,,55-64,0
1000352,2024-10-22 12:55:00,10,4,101,1,Medium,Resolved,2024-10-25 07:43:00,66.8,,35-44,0
1000353,2024-04-14 04:58:00,12,1,103,1,Medium,Resolved,2024-04-15 09:04:00,28.1,1.0,35-44,0
1000354,2024-11-27 15:00:00,10,1,102,1,Low,Resolved,2024-11-28 09:36:00,18.6,1.0,35-44,1
1000355,2024-12-17 02:47:00,16,1,104,4,Low,Resolved,2024-12-18 17:59:00,39.2,,45-54,1
1000356,2024-09-25 07:03:00,12,1,105,1,Low,Resolved,2024-09-26 03:09:00,20.1,2.0,35-44,1
1000357,2024-07-30 00:24:00,13,5,104,2,High,Resolved,2024-07-31 10:42:00,34.3,2.0,25-34,1
1000358,2024-10-08 22:43:00,12,3,102,1,Medium,Resolved,2024-10-09 08:49:00,10.1,3.0,45-54,1
1000359,2024-10-23 10:42:00,13,2,105,2,Medium,Resolved,2024-10-25 00:18:00,37.6,,55-64,1
1000360,2024-02-01 04:35:00,15,1,104,3,Low,Resolved,2024-02-08 15:05:00,178.5,,25-34,0
1000361,2024-11-13 02:01:00,11,4,104,1,High,Resolved,2024-11-14 19:37:00,41.6,3.0,25-34,1
1000362,2024-03-16 10:18:00,17,2,103,2,Medium,Resolved,2024-03-17 01:30:00,15.2,2.0,35-44,1
1000363,2024-03-24 03:40:00,17,3,100,2,Low,Resolved,2024-03-26 01:52:00,46.2,,35-44,0
1000364,2024-05-22 13:02:00,19,3,100,5,Low,Resolved,2024-05-26 14:56:00,97.9,,18-24,0
1000365,2024-10-17 18:32:00,12,1,104,1,High,Resolved,2024-10-18 13:02:00,18.5,5.0,25-34,1
1000366,2024-09-09 20:54:00,18,2,100,5,Medium,Open,,41.4,,55-64,
1000367,2024-05-13 08:40:00,10,1,105,1,Low,Resolved,2024-05-14 11:22:00,26.7,4.0,25-34,0
1000368,2025-02-02 17:31:00,19,5,100,5,Medium,Resolved,2025-02-05 03:55:00,58.4,2.0,45-54,1
1000369,2024-01-19 20:10:00,11,5,102,1,Medium,Reopened,2024-01-21 18:22:00,46.2,1.0,35-44,1
1000370,2024-12-06 20:27:00,12,2,105,1,Medium,Open,,14.8,,35-44,
1000371,2024-04-04 15:14:00,10,1,102,1,Low,Resolved,2024-04-05 09:02:00,17.8,,45-54,1
1000372,2024-09-26 03:45:00,18,1,102,5,High,Resolved,2024-09-26 21:39:00,17.9,5.0,35-44,1
1000373,2024-07-03 07:25:00,13,4,100,2,High,Resolved,2024-07-06 02:31:00,67.1,5.0,45-54,1
1000374,2024-11-22 21:19:00,19,3,105,5,Low,Resolved,2024-11-27 14:55:00,113.6,5.0,25-34,0
1000375,2024-12-11 17:27:00,10,5,100,1,Low,Resolved,2024-12-13 13:09:00,43.7,,35-44,0
1000376,2024-05-13 20:22:00,18,3,105,5,Medium,Resolved,2024-05-15 10:22:00,38.0,5.0,55-64,1
1000377,2024-04-26 22:27:00,12,3,100,1,Low,Open,,44.7,,45-54,
1000378,2024-04-02 19:11:00,11,1,101,1,Medium,Open,,41.3,,55-64,
1000379,2025-02-02 22:50:00,15,1,101,3,Low,Resolved,2025-02-07 05:50:00,103.0,,45-54,1
1000380,2024-08-11 08:22:00,10,3,102,1,Medium,Resolved,2024-08-12 06:10:00,21.8,,25-34,1
1000381,2024-08-16 04:43:00,13,5,105,2,Medium,Resolved,2024-08-20 15:25:00,106.7,5.0,35-44,0
1000382,2024-09-10 02:22:00,13,5,104,2,Low,Resolved,2024-09-13 03:16:00,72.9,,25-34,0
1000383,2024-08-23 12:37:00,10,1,102,1,Low,Reopened,2024-08-24 10:07:00,21.5,4.0,25-34,1
1000384,2024-11-01 22:51:00,13,5,104,2,Low,Resolved,2024-11-06 23:27:00,120.6,,55-64,0
1000385,2024-03-06 09:00:00,12,2,101,1,Medium,Resolved,2024-03-07 08:06:00,23.1,1.0,35-44,1
1000386,2024-06-16 13:40:00,11,2,102,1,Low,Resolved,2024-06-19 06:46:00,65.1,5.0,25-34,0
1000387,2024-03-17 06:04:00,19,4,102,5,Medium,Resolved,2024-03-25 08:46:00,194.7,3.0,18-24,0
1000388,2024-01-23 12:14:00,15,1,103,3,Low,Resolved,2024-01-28 11:14:00,119.0,2.0,25-34,1
1000389,2024-07-30 14:30:00,10,1,103,1,High,Resolved,2024-07-31 09:12:00,18.7,5.0,65+,1
1000390,2024-02-13 06:14:00,17,3,103,2,High,Resolved,2024-02-14 02:02:00,19.8,1.0,45-54,1
1000391,2024-12-15 00:02:00,12,5,103,1,Medium,Reopened,2024-12-15 16:02:00,16.0,,45-54,1
1000392,2024-06-20 07:50:00,15,5,100,3,Medium,Resolved,2024-06-27 16:56:00,177.1,5.0,25-34,0
1000393,2024-11-10 21:39:00,12,3,103,1,Medium,Resolved,2024-11-11 14:57:00,17.3,1.0,35-44,1
1000394,2024-01-27 01:53:00,15,3,104,3,Low,Resolved,2024-01-29 16:47:00,62.9,3.0,35-44,1
1000395,2024-08-22 10:46:00,16,2,100,4,Medium,Resolved,2024-08-23 19:28:00,32.7,1.0,65+,1
1000396,2024-03-24 04:11:00,12,1,100,1,Low,Resolved,2024-03-24 22:47:00,18.6,,25-34,1
1000397,2024-02-29 01:32:00,18,1,100,5,Low,Resolved,2024-03-03 15:56:00,86.4,5.0,45-54,0
1000398,2024-10-27 02:06:00,15,2,104,3,Medium,Resolved,2024-10-31 16:48:00,110.7,,55-64,1
1000399,2024-07-29 00:53:00,15,1,101,3,Medium,Resolved,2024-08-02 07:29:00,102.6,,25-34,1
1000400,2025-02-23 22:48:00,11,5,103,1,Medium,Resolved,2025-02-24 16:24:00,17.6,,18-24,1
1000401,2024-10-24 00:04:00,11,3,100,1,Medium,Resolved,2024-10-26 04:16:00,52.2,,35-44,0
1000402,2025-02-23 17:28:00,12,2,105,1,Low,Open,,25.6,,35-44,
1000403,2024-09-03 13:07:00,10,1,105,1,High,Resolved,2024-09-03 23:55:00,10.8,4.0,35-44,1
1000404,2024-12-26 01:29:00,10,2,103,1,Low,Resolved,2024-12-26 23:29:00,22.0,,25-34,1
1000405,2025-01-16 01:08:00,16,1,105,4,Medium,Resolved,2025-01-18 14:08:00,61.0,,45-54,0
1000406,2024-01-23 18:14:00,12,5,104,1,Low,Resolved,2024-01-24 08:38:00,14.4,2.0,65+,1
1000407,2024-12-02 12:59:00,16,1,104,4,Low,Resolved,2024-12-05 06:17:00,65.3,3.0,65+,0
1000408,2024-10-07 18:32:00,10,5,104,1,Low,Resolved,2024-10-09 01:20:00,30.8,2.0,18-24,0
1000409,2024-10-20 18:33:00,16,3,105,4,Medium,Resolved,2024-10-23 14:15:00,67.7,1.0,25-34,0
1000410,2024-03-10 12:58:00,11,5,100,1,Low,Resolved,2024-03-12 20:58:00,56.0,2.0,25-34,0
1000411,2024-04-20 10:49:00,18,1,102,5,Medium,Resolved,2024-04-22 21:13:00,58.4,,55-64,1
1000412,2025-02-24 10:15:00,18,2,105,5,Medium,Open,,36.8,,65+,
1000413,2024-08-17 15:43:00,16,3,101,4,High,Resolved,2024-08-18 18:13:00,26.5,1.0,18-24,1
1000414,2024-03-17 19:27:00,12,4,103,1,Medium,Open,,44.9,,25-34,
1000415,2025-02-04 23:54:00,10,2,100,1,Medium,Open,,34.0,,65+,
1000416,2024-08-06 14:11:00,17,1,100,2,Low,Resolved,2024-08-07 13:35:00,23.4,5.0,25-34,1
1000417,2024-12-05 13:38:00,14,3,102,3,Low,Open,,382.1,,18-24,
1000418,2024-02-10 14:52:00,10,5,101,1,High,Resolved,2024-02-11 03:04:00,12.2,1.0,35-44,1
1000419,2024-01-02 19:31:00,14,1,102,3,High,Open,,201.0,,35-44,
1000420,2024-04-14 22:50:00,10,1,103,1,High,Resolved,2024-04-15 08:26:00,9.6,,55-64,1
1000421,2024-07-18 23:32:00,13,2,104,2,Medium,Open,,74.4,,35-44,
1000422,2024-01-17 08:36:00,15,4,103,3,Low,Resolved,2024-01-31 03:48:00,331.2,,45-54,0
1000423,2024-10-25 13:53:00,17,4,103,2,Medium,Resolved,2024-10-26 17:59:00,28.1,3.0,25-34,0
1000424,2025-01-22 20:29:00,12,5,104,1,Medium,Resolved,2025-01-23 15:23:00,18.9,,25-34,1
1000425,2024-01-06 03:51:00,11,2,104,1,Low,Resolved,2024-01-08 08:51:00,53.0,2.0,18-24,0
1000426,2024-04-08 10:21:00,12,5,105,1,Low,Resolved,2024-04-09 22:27:00,36.1,,45-54,0
1000427,2024-03-21 05:26:00,10,4,100,1,Low,Resolved,2024-03-23 06:02:00,48.6,,35-44,0
1000428,2025-02-17 16:22:00,19,5,102,5,Medium,Open,,110.2,,35-44,
1000429,2024-03-01 16:53:00,18,2,102,5,Medium,Resolved,2024-03-05 09:17:00,88.4,2.0,35-44,0
1000430,2024-04-24 08:51:00,15,1,100,3,Low,Reopened,2024-04-30 15:51:00,151.0,,35-44,0
1000431,2024-11-02 03:03:00,10,2,105,1,Low,Resolved,2024-11-02 22:51:00,19.8,3.0,18-24,1
1000432,2024-02-22 05:41:00,10,1,101,1,Low,Resolved,2024-02-23 15:53:00,34.2,4.0,55-64,0
1000433,2024-11-01 07:04:00,19,3,102,5,Low,Resolved,2024-11-04 21:40:00,86.6,,45-54,1
1000434,2024-11-20 13:22:00,10,1,102,1,Medium,Resolved,2024-11-21 03:58:00,14.6,5.0,25-34,1
1000435,2024-02-01 23:24:00,10,1,103,1,Low,Resolved,2024-02-03 08:36:00,33.2,,55-64,0
1000436,2024-11-13 18:17:00,17,2,101,2,Medium,Resolved,2024-11-15 19:17:00,49.0,5.0,25-34,0
1000437,2024-02-08 13:34:00,12,2,103,1,High,Resolved,2024-02-09 03:46:00,14.2,,25-34,1
1000438,2024-08-01 17:50:00,12,3,102,1,High,Resolved,2024-08-02 10:20:00,16.5,,45-54,1
1000439,2024-04-23 09:18:00,12,2,104,1,Medium,Resolved,2024-04-24 02:30:00,17.2,5.0,25-34,1
1000440,2025-01-15 09:45:00,16,3,104,4,Medium,Resolved,2025-01-17 04:21:00,42.6,,25-34,1
1000441,2024-08-13 17:07:00,13,2,104,2,Low,Resolved,2024-08-20 03:43:00,154.6,3.0,45-54,0
1000442,2024-03-29 11:04:00,17,1,104,2,Low,Open,,36.1,,35-44,
1000443,2024-12-09 14:37:00,13,3,100,2,Low,Resolved,2024-12-15 08:25:00,137.8,,35-44,0
1000444,2024-03-24 03:45:00,12,1,101,1,Medium,Resolved,2024-03-24 20:09:00,16.4,5.0,35-44,1
1000445,2024-10-30 13:24:00,11,1,105,1,High,Resolved,2024-10-31 15:48:00,26.4,4.0,45-54,1
1000446,2024-06-26 19:30:00,17,3,100,2,Medium,Resolved,2024-06-28 17:54:00,46.4,2.0,65+,0
1000447,2024-10-08 09:27:00,11,2,101,1,Medium,Resolved,2024-10-09 15:09:00,29.7,1.0,35-44,1
1000448,2024-06-05 08:01:00,15,1,100,3,High,Resolved,2024-06-07 08:01:00,48.0,1.0,35-44,1
1000449,2024-09-18 15:40:00,15,3,101,3,Low,Resolved,2024-09-23 16:52:00,121.2,4.0,35-44,0
1000450,2025-01-13 23:59:00,19,2,100,5,Medium,Open,,58.2,,35-44,
1000451,2024-12-07 13:51:00,10,5,101,1,Low,Open,,34.7,,18-24,
1000452,2025-02-14 02:55:00,11,1,100,1,Medium,Resolved,2025-02-15 06:07:00,27.2,3.0,25-34,1
1000453,2024-08-30 10:23:00,16,1,100,4,Low,Resolved,2024-09-04 02:11:00,111.8,,65+,0
1000454,2024-11-23 00:22:00,12,2,101,1,Low,Resolved,2024-11-24 04:46:00,28.4,1.0,65+,0
1000455,2024-01-05 17:39:00,10,1,104,1,Low,Resolved,2024-01-06 15:39:00,22.0,1.0,45-54,1
1000456,2025-02-25 20:39:00,18,3,100,5,Medium,Resolved,2025-02-28 21:15:00,72.6,3.0,55-64,0
1000457,2024-01-12 06:23:00,16,5,105,4,Low,Resolved,2024-01-13 17:23:00,35.0,2.0,18-24,1
1000458,2024-08-22 03:07:00,11,2,100,1,Low,Resolved,2024-08-23 18:13:00,39.1,,55-64,1
1000459,2024-09-18 05:59:00,10,1,101,1,Medium,Resolved,2024-09-19 11:05:00,29.1,,45-54,0
1000460,2024-11-28 04:47:00,18,4,103,5,High,Resolved,2024-11-29 16:11:00,35.4,,35-44,1
1000461,2024-07-19 14:10:00,14,3,100,3,High,Resolved,2024-07-28 09:16:00,211.1,5.0,65+,1
1000462,2024-11-26 00:48:00,19,1,104,5,Low,Reopened,2024-11-28 14:00:00,61.2,1.0,35-44,1
1000463,2024-11-18 05:12:00,13,3,103,2,Low,Resolved,2024-11-25 03:06:00,165.9,,25-34,0
1000464,2024-07-11 04:08:00,11,4,105,1,Low,Resolved,2024-07-14 20:14:00,88.1,2.0,18-24,0
1000465,2024-05-20 11:55:00,10,2,104,1,High,Resolved,2024-05-20 19:31:00,7.6,1.0,35-44,1
1000466,2024-09-27 03:04:00,12,1,104,1,Medium,Resolved,2024-09-28 01:58:00,22.9,,35-44,1
1000467,2024-01-10 20:30:00,16,2,105,4,Low,Resolved,2024-01-13 01:18:00,52.8,4.0,45-54,0
1000468,2024-07-01 13:53:00,10,1,105,1,Medium,Resolved,2024-07-03 08:47:00,42.9,5.0,45-54,0
1000469,2024-09-01 19:41:00,12,2,100,1,Medium,Resolved,2024-09-02 06:47:00,11.1,,35-44,1
1000470,2024-07-08 11:56:00,12,2,104,1,Low,Resolved,2024-07-09 18:02:00,30.1,,25-34,0
1000471,2024-08-27 13:09:00,16,1,103,4,Low,Resolved,2024-08-28 19:27:00,30.3,2.0,35-44,1
1000472,2024-02-12 06:27:00,11,3,103,1,High,Resolved,2024-02-13 08:09:00,25.7,2.0,35-44,1
1000473,2024-03-15 23:59:00,18,3,104,5,Medium,Resolved,2024-03-19 04:17:00,76.3,1.0,25-34,0
1000474,2024-08-23 09:28:00,12,3,103,1,High,Resolved,2024-08-24 10:34:00,25.1,4.0,35-44,0
1000475,2025-02-12 18:43:00,17,1,103,2,Low,Resolved,2025-02-13 16:25:00,21.7,5.0,25-34,1
1000476,2024-12-15 06:47:00,17,1,103,2,Low,Resolved,2024-12-17 08:59:00,50.2,2.0,45-54,0
1000477,2024-09-29 20:00:00,18,3,101,5,High,Resolved,2024-10-01 02:42:00,30.7,,18-24,1
1000478,2024-04-14 20:37:00,11,5,103,1,High,Open,,22.4,,35-44,
1000479,2024-08-21 18:56:00,18,1,103,5,Low,Reopened,2024-08-24 18:20:00,71.4,,65+,1
1000480,2025-02-11 00:49:00,11,5,100,1,High,Resolved,2025-02-13 15:55:00,63.1,,25-34,0
1000481,2024-05-29 22:59:00,12,2,101,1,Low,Resolved,2024-05-30 20:41:00,21.7,4.0,45-54,1
1000482,2024-12-10 08:55:00,11,3,101,1,Low,Resolved,2024-12-14 20:01:00,107.1,5.0,55-64,0
1000483,2024-08-11 06:55:00,13,1,100,2,High,Resolved,2024-08-12 03:07:00,20.2,3.0,55-64,1
1000484,2024-07-02 11:01:00,10,1,101,1,Medium,Resolved,2024-07-02 23:49:00,12.8,1.0,25-34,1
1000485,2024-11-19 01:14:00,19,1,102,5,Medium,Reopened,2024-11-24 00:50:00,119.6,1.0,18-24,0
1000486,2024-06-05 16:06:00,10,1,103,1,Medium,Open,,29.6,,35-44,
1000487,2024-08-02 17:59:00,13,5,103,2,Low,Resolved,2024-08-04 06:05:00,36.1,,65+,1
1000488,2024-04-02 21:05:00,18,1,104,5,Low,Resolved,2024-04-04 11:05:00,38.0,2.0,45-54,1
